"Type","Subpopulation","Indicator","Category","Count.NResp.T3.Status.Condition","Estimate.P.T3.Status.Condition","StdError.P.T3.Status.Condition","LCB95.P.T3.Status.Condition","UCB95.P.T3.Status.Condition","Estimate.U.T3.Status.Condition","StdError.U.T3.Status.Condition","LCB95.U.T3.Status.Condition","UCB95.U.T3.Status.Condition","CI95.P.T3.Status.Condition","NationalRef.Estimate.P.T3.Status.Condition","NationalRef.LCB95.P.T3.Status.Condition","NationalRef.UCB95.P.T3.Status.Condition","NationalRef.LCB95.U.T3.Status.Condition","NationalRef.UCB95.U.T3.Status.Condition","ID2Condition","IndicatorPlainLanguage","CategoryConditionPlainLanguage","IndicatorConditionFlag","TypePlainLanguage","SubpopulationPlainLanguage","SubpopulationFlag"
"Std_Fed_Regions","Region_8","Total_Nitrogen","Poor",138,31.50569499,3.32174942,24.99518576,38.01620422,40415.69351,4241.308119,32102.88235,48728.50467,13.02101846,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Std_Fed_Regions-Region_8-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","EPA Regions","EPA Region 8","Keep"
"Std_Fed_Regions","Region_9","Total_Nitrogen","Good",60,56.87034451,7.695406163,41.78762558,71.95306343,14794.12862,1915.949175,11038.93724,18549.32,30.16543785,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Std_Fed_Regions-Region_9-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","EPA Regions","EPA Region 9","Keep"
"Std_Fed_Regions","Region_9","Total_Nitrogen","Fair",29,28.7722433,8.406621588,12.29556776,45.24891885,7484.749244,2807.890895,1981.384217,12988.11427,32.95335109,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Std_Fed_Regions-Region_9-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","EPA Regions","EPA Region 9","Keep"
"Std_Fed_Regions","Region_9","Total_Nitrogen","Poor",24,14.35741219,3.620035959,7.26227209,21.4525523,3734.906206,901.8290331,1967.353781,5502.458631,14.19028021,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Std_Fed_Regions-Region_9-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","EPA Regions","EPA Region 9","Keep"
"Std_Fed_Regions","Region_10","Total_Nitrogen","Good",103,63.77782575,5.033713084,53.9119294,73.64372211,65455.87061,8241.809842,49302.22015,81609.52106,19.73179271,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Std_Fed_Regions-Region_10-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","EPA Regions","EPA Region 10","Keep"
"Std_Fed_Regions","Region_10","Total_Nitrogen","Fair",41,21.59844156,4.743299814,12.30174475,30.89513836,22166.71358,5272.969788,11831.8827,32501.54445,18.59339361,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Std_Fed_Regions-Region_10-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","EPA Regions","EPA Region 10","Keep"
"Std_Fed_Regions","Region_10","Total_Nitrogen","Poor",29,14.62373269,3.115943112,8.516596411,20.73086896,15008.49462,3261.602659,8615.870874,21401.11836,12.214272549,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Std_Fed_Regions-Region_10-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","EPA Regions","EPA Region 10","Keep"
"Major_Basins","Arkansas-White-Red Region","Total_Nitrogen","Good",38,49.90565679,5.892319051,38.35692367,61.45438992,25252.14635,4485.563496,16460.60345,34043.68925,23.09746625,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-Arkansas-White-Red Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","Arkansas-White-Red","Remove"
"Major_Basins","Arkansas-White-Red Region","Total_Nitrogen","Fair",35,20.19675803,4.576258207,11.22745676,29.1660593,10219.51262,2159.968015,5986.053106,14452.97214,17.93860254,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-Arkansas-White-Red Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","Arkansas-White-Red","Remove"
"Major_Basins","Arkansas-White-Red Region","Total_Nitrogen","Poor",35,29.89758518,5.414947216,19.28448366,40.5106867,15128.10862,2902.951142,9438.428929,20817.7883,21.22620304,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-Arkansas-White-Red Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","Arkansas-White-Red","Remove"
"Major_Basins","California Region","Total_Nitrogen","Good",39,72.1718354,5.573045053,61.24886781,83.09480299,14364.72496,2260.882475,9933.47673,18795.97318,21.84593518,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-California Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","California","Remove"
"Major_Basins","California Region","Total_Nitrogen","Fair",12,14.94722804,4.44484383,6.235494214,23.65896186,2975.022298,826.4150926,1355.27848,4594.766115,17.423467646,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-California Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","California","Remove"
"Major_Basins","California Region","Total_Nitrogen","Poor",17,12.88093656,3.518506629,5.984790289,19.77708283,2563.757868,650.1791115,1289.430226,3838.08551,13.792292541,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-California Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","California","Remove"
"Major_Basins","Great Basin Region","Total_Nitrogen","Good",12,41.76459674,17.20944389,8.034706517,75.49448697,3776.965055,1463.205055,909.1358455,6644.794265,67.459780453,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-Great Basin Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","Great Basin","Remove"
"Major_Basins","Great Basin Region","Total_Nitrogen","Fair",8,45.4350506,19.54615653,7.125287776,83.74481343,4108.901122,2807.066801,0,9610.650953,76.619525654,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-Great Basin Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","Great Basin","Remove"
"Major_Basins","Great Basin Region","Total_Nitrogen","Poor",6,12.80035265,6.281572954,0.488695896,25.11200941,1157.594911,445.7615152,283.9183958,2031.271427,24.623313514,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-Great Basin Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","Great Basin","Remove"
"Major_Basins","Great Lakes Region","Total_Nitrogen","Good",25,25.17781468,4.518977031,16.32078245,34.03484691,26066.39911,4975.399907,16314.79449,35818.00374,17.71406446,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-Great Lakes Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","Great Lakes","Remove"
"Major_Basins","Great Lakes Region","Total_Nitrogen","Fair",19,21.15651873,5.385678965,10.60078192,31.71225553,21903.18215,6255.808386,9642.023014,34164.34128,21.11147361,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-Great Lakes Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","Great Lakes","Remove"
"Major_Basins","Great Lakes Region","Total_Nitrogen","Poor",69,53.66566659,5.191892084,43.4897451,63.84158809,55559.65448,6753.615044,42322.81223,68796.49673,20.35184299,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-Great Lakes Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","Great Lakes","Remove"
"Major_Basins","Lower Colorado Region","Total_Nitrogen","Good",13,30.83629603,11.78009929,7.747725693,53.92486637,882.9847889,294.8662608,305.0575375,1460.91204,46.177140677,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-Lower Colorado Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","Lower Colorado","Remove"
"Major_Basins","Lower Colorado Region","Total_Nitrogen","Fair",7,27.33740542,9.240431386,9.226492698,45.44831813,782.7954799,289.3678762,215.6448643,1349.946096,36.221825432,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-Lower Colorado Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","Lower Colorado","Remove"
"Major_Basins","Lower Colorado Region","Total_Nitrogen","Poor",6,41.82629855,14.60815543,13.19484003,70.45775708,1197.679039,569.3578517,81.75815536,2313.599923,57.26291705,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-Lower Colorado Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","Lower Colorado","Remove"
"Major_Basins","Lower Mississippi Region","Total_Nitrogen","Good",15,33.63574581,9.903755114,14.22474247,53.04674914,23211.60835,8682.908421,6193.420566,40229.79614,38.82200667,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-Lower Mississippi Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","Lower Mississippi","Remove"
"Major_Basins","Lower Mississippi Region","Total_Nitrogen","Fair",20,22.15614539,7.250070806,7.94626773,36.36602306,15289.67939,4977.536417,5533.887281,25045.4715,28.41975533,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-Lower Mississippi Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","Lower Mississippi","Remove"
"Major_Basins","Lower Mississippi Region","Total_Nitrogen","Poor",26,44.2081088,9.329127706,25.92335449,62.49286311,30507.46409,7937.196728,14950.84436,46064.08381,36.56950862,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-Lower Mississippi Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","Lower Mississippi","Remove"
"Major_Basins","Mid-Atlantic Region","Total_Nitrogen","Good",25,40.005243,6.025566835,28.19534901,51.81513698,35572.49758,7059.928595,21735.2918,49409.70336,23.61978797,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-Mid-Atlantic Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","Mid-Atlantic","Remove"
"Major_Basins","Mid-Atlantic Region","Total_Nitrogen","Fair",20,24.09562805,6.117633983,12.10528577,36.08597033,21425.73339,6309.630894,9059.084081,33792.3827,23.98068456,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-Mid-Atlantic Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","Mid-Atlantic","Remove"
"Major_Basins","Mid-Atlantic Region","Total_Nitrogen","Poor",96,35.89912895,5.166132348,25.77369561,46.02456229,31921.35786,4462.448518,23175.11948,40667.59623,20.25086668,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-Mid-Atlantic Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","Mid-Atlantic","Remove"
"Major_Basins","Missouri Region","Total_Nitrogen","Good",103,30.69496488,3.945495856,22.9619351,38.42799466,39625.96868,6090.112389,27689.56773,51562.36962,15.46605956,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-Missouri Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","Missouri","Remove"
"Major_Basins","Missouri Region","Total_Nitrogen","Fair",72,20.43572063,3.38141193,13.80827503,27.06316623,26381.69579,4675.872746,17217.15361,35546.23796,13.2548912,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-Missouri Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","Missouri","Remove"
"Major_Basins","Missouri Region","Total_Nitrogen","Poor",165,48.86931449,4.148080312,40.73922647,56.9994025,63088.32516,6634.163646,50085.60335,76091.04698,16.26017603,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-Missouri Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","Missouri","Remove"
"Major_Basins","New England Region","Total_Nitrogen","Good",53,44.29644252,8.020630835,28.57629495,60.01659009,23291.00532,3654.732841,16127.86058,30454.15006,31.44029514,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-New England Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","New England","Remove"
"Major_Basins","New England Region","Total_Nitrogen","Fair",25,26.77629987,10.4319993,6.329956964,47.22264278,14078.93969,7265.798707,0,28319.64347,40.892685816,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-New England Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","New England","Remove"
"Major_Basins","New England Region","Total_Nitrogen","Poor",48,28.92725761,6.332369107,16.51604222,41.33847299,15209.91015,3272.222359,8796.47218,21623.34812,24.82243077,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-New England Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","New England","Remove"
"Major_Basins","Ohio-Tennessee Region","Total_Nitrogen","Good",31,25.84532267,4.174273603,17.66389675,34.0267486,49262.96471,8753.149227,32107.10748,66418.82195,16.36285185,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-Ohio-Tennessee Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Mississippi River Basin","Ohio","Keep"
"Major_Basins","Ohio-Tennessee Region","Total_Nitrogen","Fair",46,26.88507032,4.360897229,18.33786881,35.43227183,51244.79532,9158.686461,33294.09971,69195.49093,17.09440302,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-Ohio-Tennessee Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Mississippi River Basin","Ohio","Keep"
"Major_Basins","Ohio-Tennessee Region","Total_Nitrogen","Poor",90,47.26960701,4.874604412,37.71555792,56.8236561,90099.12593,11973.22621,66632.03377,113566.2181,19.10809818,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-Ohio-Tennessee Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Mississippi River Basin","Ohio","Keep"
"Major_Basins","Pacific Northwest Region","Total_Nitrogen","Good",121,64.30465558,4.700548936,55.09174896,73.5175622,78221.1905,9649.50734,59308.50365,97133.87736,18.42581324,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-Pacific Northwest Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","Pacific Northwest","Remove"
"Major_Basins","Pacific Northwest Region","Total_Nitrogen","Fair",45,21.34773442,4.24516947,13.02735515,29.66811369,25967.71861,5486.676532,15214.03021,36721.407,16.64075854,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-Pacific Northwest Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","Pacific Northwest","Remove"
"Major_Basins","Pacific Northwest Region","Total_Nitrogen","Poor",31,14.34761,2.894782909,8.673939754,20.02128024,17452.65758,3576.455011,10442.93457,24462.3806,11.347340486,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-Pacific Northwest Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","Pacific Northwest","Remove"
"Major_Basins","Rio Grande-Texas-Gulf Region","Total_Nitrogen","Good",17,13.96849048,4.54218778,5.065966021,22.87101494,5982.431661,1584.597524,2876.677585,9088.185737,17.805048919,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-Rio Grande-Texas-Gulf Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","Rio Grande-Texas-Gulf","Remove"
"Major_Basins","Rio Grande-Texas-Gulf Region","Total_Nitrogen","Fair",28,50.95631139,9.87433927,31.60296205,70.30966073,21823.59297,7235.833436,7641.620033,36005.5659,38.70669868,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-Rio Grande-Texas-Gulf Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","Rio Grande-Texas-Gulf","Remove"
"Major_Basins","Rio Grande-Texas-Gulf Region","Total_Nitrogen","Poor",32,35.07519813,7.989349168,19.4163615,50.73403476,15022.02232,3312.064639,8530.494916,21513.54973,31.31767326,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-Rio Grande-Texas-Gulf Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","Rio Grande-Texas-Gulf","Remove"
"Major_Basins","Souris-Red-Rainy Region","Total_Nitrogen","Good",1,0.341847844,0.315886483,0,0.960973974,71.25049246,61.52935051,0,191.8458034,0.960973974,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-Souris-Red-Rainy Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","Souris-Red-Rainy","Remove"
"Major_Basins","Souris-Red-Rainy Region","Total_Nitrogen","Fair",9,37.40862667,9.864946288,18.07368724,56.74356611,7796.986648,2262.043854,3363.462163,12230.51113,38.66987887,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-Souris-Red-Rainy Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","Souris-Red-Rainy","Remove"
"Major_Basins","Souris-Red-Rainy Region","Total_Nitrogen","Poor",15,62.24952548,9.926250728,42.79443156,81.70461941,12974.51316,3113.065527,6873.016844,19076.00947,38.91018785,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-Souris-Red-Rainy Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","Souris-Red-Rainy","Remove"
"Major_Basins","South-Atlantic Region","Total_Nitrogen","Good",41,26.53069311,4.591363877,17.53178527,35.52960094,43949.00403,7379.205962,29486.02611,58411.98195,17.99781567,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-South-Atlantic Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","South-Atlantic","Remove"
"Major_Basins","South-Atlantic Region","Total_Nitrogen","Fair",55,26.30826791,4.813977841,16.87304472,35.7434911,43580.54906,8096.646856,27711.41283,59449.6853,18.87044638,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-South-Atlantic Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","South-Atlantic","Remove"
"Major_Basins","South-Atlantic Region","Total_Nitrogen","Poor",52,47.16103898,6.038688842,35.32542634,58.99665163,78123.8803,15537.98166,47669.99585,108577.7648,23.67122529,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-South-Atlantic Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","South-Atlantic","Remove"
"Major_Basins","Upper Colorado Region","Total_Nitrogen","Good",22,41.68652731,6.654048882,28.64483115,54.72822347,11224.80018,2043.724613,7219.173543,15230.42682,26.08339232,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-Upper Colorado Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","Upper Colorado","Remove"
"Major_Basins","Upper Colorado Region","Total_Nitrogen","Fair",15,21.75726669,5.534007211,10.91081186,32.60372151,5858.510813,1579.57104,2762.608463,8954.413163,21.69290965,24.51499838,21.39019944,27.63979731,254125.1545,339248.1917,"Major_Basins-Upper Colorado Region-Total_Nitrogen","Nitrogen (Total)","Moderately Disturbed","Keep","Major River Basins","Upper Colorado","Remove"
"Major_Basins","Upper Colorado Region","Total_Nitrogen","Poor",25,36.556206,6.040905544,24.7162487,48.3961633,9843.374687,1936.748818,6047.416756,13639.33262,23.6799146,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509,"Major_Basins-Upper Colorado Region-Total_Nitrogen","Nitrogen (Total)","Most Disturbed","Keep","Major River Basins","Upper Colorado","Remove"
"Major_Basins","Upper Mississippi Region","Total_Nitrogen","Good",10,8.59582032,2.63323001,3.434784338,13.7568563,9986.809313,3101.639158,3907.708271,16065.91035,10.322071962,32.28678191,29.15124322,35.4223206,347884.2808,433601.2214,"Major_Basins-Upper Mississippi Region-Total_Nitrogen","Nitrogen (Total)","Least Disturbed","Keep","Major River Basins","Upper Mississippi","Remove"
