"SITE_ID","LAT_DD83","LON_DD83","XCOORD","YCOORD","AG_ECO3_NM","AG_ECO9_NM","MISS_BASIN_NM","MAJ_BAS_NM","FS_EW","EPA_REG","STRAH_CAT","NARS_OWN","NRS13_EVAL","NRS13_MDC","NRS13_PNL","NRS13_SF","NRS13_STRA","NRS13_TNT","NRS13_URBN","NRS13_VST","NRS13_WGTD","WGT13_ALL","WGT13_CAT","ANC_COND","ANC","DOC","PH","SAL_COND","COND","NTL_COND","NTL_UG_L","PTL_COND","PTL","BENT_MMI_COND","MMI_BENT","OE_SCORE","OE_COND","INSTRMCVR_COND","L_XFC_NAT","BEDSED_COND","LRBS_USE","RIPDIST_COND","W1_HALL","RIPVEG_COND","L_XCMGW","FISH_MMI_COND","MMI_FISH","ENT_1X_CCE_100ML","ENT_1X_STV_COND","MICX_COND","MICX_RESULT","MICX_MDL","MICX_RL","MICX_FLAG","HG_COND","MERCURY_RESULT","MERCURY_MDL","MERCURY_RL","MERCURY_FLAG","PUBLICATION_DATE"
"CTS9-0921","41.88046368","-73.49701751","1837121.562","709282.291","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","LargeStreams","Private","Target_Sampled","CT_Streams_CMMRV_1s","Base_09Stream_RVT","Include","CT","Target","NonUrban","2","1","677.90605","CT_LargeStreams","None","4001.43","2.06","8.46","Good","446","Poor",969,"Poor","35","Fair","54.72","0.86368853388710654","O/E<0.9","Good","-0.245396872","Fair","-0.604213638","High","2.409775","Good","0.0525977633","Good","59.04","1324.64335276843","Above Human Health Threshold","<= 10 ug/L","0.102",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","63.6","1.78","9.88",NA,2017-10-12
"NYLS-1123","44.50581","-75.04351","1648875","966454.1","Eastern Highlands","Northern Appalachians",NA,"Great Lakes Region",NA,"Region_2","LargeStreams","Private","Target_Sampled","NY_LargeStreams_NAP","Base_NewLargeStreams","Include","NY","Target","NonUrban","1","1112.43317","556.21658","NY_LargeStreams","None","1213.59","5.68","7.75","Good","138","Poor",616,"Poor","105","Poor","29.82","0.41623062649353126","OE<0.5","Good","-0.279089322","Poor","-2.507670871","Low","0.318195454545455","Poor","-0.094572114","Poor","36.49","608.136005621229","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","47.4","1.97","10.9",NA,2017-10-12
"KSS9-0932","39.8978","-98.15768","-182832.8","270815.9","Plains and Lowlands","Southern Plains","Lower Missouri Region","Missouri Region",NA,"Region_7","LargeStreams","Private","Target_Sampled","KS_Streams_KS_4th5t","Base_09Stream","Include","KS","Target","NonUrban","1","1","466.56121","KS_RiverStream","None","4457.96","12.12","8.47","Good","866","Poor",3213,"Poor","662","Poor","5.95","0.54209895118078832","O/E<0.8","Fair","-0.996069706","Poor","-2.346928395","Moderate","0.893972727272727","Good","-0.105759482","Poor","31.35","790.661993100125","Below Human Health Threshold","<= 10 ug/L","0.163",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
"MTS9-0937","47.11537","-111.3768","-1167724","1168347","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","LargeStreams","Private","Target_Sampled","MT_Streams_MT_3rd","Base_09Stream","Include","MT","Target","NonUrban","1","1","234.03157","MT_LargeStreams","None","4038.84","1.67","8.34","Good","539","Good",233,"Good","42","Good","73.72","1.4283576981375516","O/E>=0.9","Good","-0.011603214","Good","-1.414573451","High","1.93940909090909","Good","-0.241363326","Good","55.36",NA,"Below Human Health Threshold","<= 10 ug/L","0.12",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","26.3","1.71","9.47",NA,2017-10-12
"NCRO-1016","34.3619","-77.93378","1638957","-195098.3","Plains and Lowlands","Coastal Plains",NA,"South-Atlantic Region",NA,"Region_4","RiversOther","State","Target_Sampled","NC_RiversOther_CPL","Base_NewRiversOther","Include","NC","Target","Urban","1","944.23097","472.11549","NC_RiversOther","None","323.76","28.05","6.77","Good","98.9","Poor",1274,"Poor","225","Poor","31.38","0.96452320545318415","O/E>=0.9","Good","-0.085704935","Not Assessed",NA,"Low","0.136363636363636","Good","0.1449985304","Poor","35.66","15.2108112143005","Below Human Health Threshold","<= 10 ug/L","0.117",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","282","1.88","10.4",NA,2017-10-12
"NYRO-1056","44.84435","-75.08576","1637374","1002513","Eastern Highlands","Northern Appalachians",NA,"Great Lakes Region",NA,"Region_2","RiversOther","Private","Target_Sampled","NY_RiversOther_NAP","Base_NewRiversOther","Include","NY","Target","NonUrban","1","252.05651","126.02826","NY_RiversOther","None","471.71","13.61","7.55","Good","75.9","Poor",638,"Poor","47","Fair","41.9","0.88307986270503136","O/E<0.9","Fair","-0.508638306","Good","0.389528143","Moderate","0.848513636363636","Fair","-0.081278813","Poor","24.86","643.127801700144","Below Human Health Threshold","<= 10 ug/L","0.107",NA,"0.15","L","Exceeds 300 ng Hg/g ww","535","2.43","13.4",NA,2017-10-12
"NCS9-0920","35.39708","-80.7245","1369637","-125235.2","Eastern Highlands","Southern Appalachians",NA,"South-Atlantic Region",NA,"Region_4","LargeStreams","Private","Target_Sampled","NC_Streams_NC_4th","Base_09Stream","Include","NC","Target","NonUrban","1","1","859.94586","NC_LargeStreams","None","753.43","4.03","7.52","Good","151.2","Poor",2763,"Poor","412","Poor","16.67","0.0","OE<0.5","Good","-0.288576254","Poor","-2.114532437","High","2.21976363636364","Poor","-0.398186837","Poor","38.21","4596.34772277442","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"MNR9-0908","45.56509","-92.7953","250181.9","905992.3","Plains and Lowlands","Upper Midwest","Upper Mississippi Region","Upper Mississippi Region",NA,"Region_5","RiversMajor","NPS","Target_Sampled","MN_Rivers_MN_6th","Base_09River","Include","MN","Target","NonUrban","1","1","116.83014","MN_RiversMajor","None","1320.37","11.78","8.13","Good","147.1","Fair",743,"Poor","86","Good","51.23","0.76893455165538349","O/E<0.8","Fair","-1.293204657","Good","1.0346842888","Low","0.0681818181818182","Good","-0.058104766","Good","57.34","1583.33373868575","Above Human Health Threshold","<= 10 ug/L","0.288",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","258","1.68","9.29",NA,2017-10-12
"MNRO-1052","44.88838","-93.17842","222516","829815.8","Plains and Lowlands","Upper Midwest","Upper Mississippi Region","Upper Mississippi Region",NA,"Region_5","RiversOther","NPS","Target_Sampled","MN_RiversOther_UMW","Base_NewRiversOther","Include","MN","Target","Urban","1","397.78549","175.57786","MN_RiversOther","None","4148.52","7.9","8.36","Fair","741","Poor",6575,"Poor","327","Poor","15.62","0.73550778249222848","O/E<0.8","Fair","-1.160579093","Fair","-1.710291324","Moderate","0.575763636363636","Good","-0.146661361","Poor","19.74","136.457551291052","Below Human Health Threshold","<= 10 ug/L","0.448",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","172","1.72","9.54",NA,2017-10-12
"NHR9-0905","43.35118","-72.39344","1884986","890465.4","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","RiversMajor","Private","Target_Sampled","NH_Rivers_NH_6th","Base_09River","Include","NH","Target","Urban","1","1","63.44674","NH_RiversMajor","None","792.77","3.78","7.75","Good","122.5","Fair",349,"Fair","32","Poor","22.72","0.81560252370946673","O/E<0.9","Poor","-1.016086822","Fair","-2.363168098","Moderate","0.363645454545455","Poor","-0.160008028","Fair","50.66","299.149928118442","Below Human Health Threshold","<= 10 ug/L","0.157",NA,NA,NA,"Exceeds 300 ng Hg/g ww","699","3.03","16.8",NA,2017-10-12
"CAR9-0912","38.57234221","-121.35774516","-2162654.648","410444.991","West","Xeric",NA,"California Region",NA,"Region_9","RiversOther","Local Government","Target_Sampled","CA_Rivers_CA_6th","Base_09River","Include","CA","Target","Urban","1","1","191.88882","CA_RiversOther","None","470","1.03","7.47","Good","45","Good",59.4,"Good","7.7","Poor","33.4","0.31852477251252237","OE<0.5","Good","-0.958607315","Good","0.654811272","Moderate","0.863640909090909","Good","0.011589665","Not Assessed",NA,"1074.96133948202","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"NVRM-1006","40.70241","-116.5235","-1709849","544990.1","West","Xeric",NA,"Great Basin Region",NA,"Region_9","RiversMajor","Private","Target_Sampled","NV_RiversMajor_XER","Base_NewRiversMajor","Include","NV","Target","NonUrban","1","349.07682","74.80218","NV_RiversMajor","None","3322.8","2.16","8.41","Fair","536","Fair",320,"Fair","89","Poor","39.45","0.82535818288947183","O/E<0.9","Poor","-2","Good","-0.409005854","High","1.56822727272727","Good","-0.555671259","Not Assessed",NA,"385.729657059315","Below Human Health Threshold","<= 10 ug/L","0.14",NA,"0.15","L","Not Assessed",NA,NA,NA,NA,2017-10-12
"ORR9-0911","44.06547","-123.1063","-2134907","1041385","West","Western Mountains",NA,"Pacific Northwest Region",NA,"Region_10","RiversMajor","Private","Target_Sampled","OR_Rivers_OR_6th+","Base_09River","Include","OR","Target","Urban","1","1","119.67393","OR_RiversMajor","None","423.85","1","7.56","Good","47.6","Good",106,"Poor","62","Poor","21.65","0.61237001725199647","O/E<0.8","Fair","-0.569367987","Good","0.948658835","High","3.76522727272727","Good","0.0920663825","Good","79.94","399.460035900831","Below Human Health Threshold","<= 10 ug/L","0.116",NA,"0.15","L","Exceeds 300 ng Hg/g ww","883","3.96","21.9","H",2017-10-12
"NDRO-1022","46.21593","-102.6037","-510195.6","991766.5","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversOther","Private","Target_Sampled","ND_RiversOther_NPL","Base_NewRiversOther","Include","ND","Target","NonUrban","1","647.43212","191.93182","ND_RiversOther","None","5212.44","14.08","8.44","Poor","2680","Poor",975,"Good","23","Poor","33.33","1.01788687604138","O/E>=0.9","Fair","-1.160579093","Fair","-1.597982128","Moderate","1.32576363636364","Poor","-1.774220952","Poor","31.26","370.765467797526","Below Human Health Threshold","<= 10 ug/L","0.148",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","212","1.78","9.88",NA,2017-10-12
"NDRM-1001","46.45899","-102.6568","-512410","1018939","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversMajor","Private","Target_Sampled","ND_RiversMajor_NPL","Base_NewRiversMajor","Include","ND","Target","NonUrban","1","383.83474","107.72915","ND_RiversMajor","None","6718.21","10.1","8.51","Poor","2250","Fair",748,"Good","38","Poor","36.27","0.79716550510944706","O/E<0.8","Good","-0.81479278","Fair","-0.541822095","Moderate","1.15155909090909","Fair","-1.047956452","Poor","20.75","356.99675744428","Below Human Health Threshold","<= 10 ug/L","0.131",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","119","1.72","9.51",NA,2017-10-12
"OHLS-1069","41.51412","-80.73366","1259205","551119","Eastern Highlands","Northern Appalachians","Ohio Region","Ohio-Tennessee Region",NA,"Region_5","LargeStreams","Private","Target_Sampled","OH_LargeStreams_NAP","Base_NewLargeStreams","Include","OH","Target","NonUrban","1","1333.63442","500.87553","OH_LargeStreams","None","1962.38","9.56","8.04","Fair","539","Poor",2064,"Poor","146","Poor","34.63","0.81056286346035755","O/E<0.9","Poor","-0.877039828","Good","-0.372624686","Moderate","0.939431818181818","Fair","-0.013635481","Poor","17.75","807.048988363646","Below Human Health Threshold","<= 10 ug/L","0.373",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","209","1.65","9.12",NA,2017-10-12
"WAS9-0921","48.68136","-121.72","-1891703","1503976","West","Western Mountains",NA,"Pacific Northwest Region",NA,"Region_10","SmallStreams","DOD","Target_Sampled","WA_Streams_WA_2nd","Base_09Stream","Include","WA","Target","NonUrban","1","1","1006.33948","WA_SmallStreams","None","172.91","0.32","7.22","Good","38.1","Good",35,"Poor","77","Fair","49.65","1.2345055698832448","O/E>=0.9","Good","-0.128484557","Good","-0.419435646","Low","0.0555583333333333","Good","0.1131073665","Poor","0","38.0664992769307","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"COS9-0937","39.81050134","-106.00323257","-847168.49","303585.562","West","Western Mountains",NA,"Upper Colorado Region","West","Region_8","SmallStreams","USFS","Target_Sampled","CO_Streams_CO_2nd","Base_09Stream","Include","CO","Target","NonUrban","1","1","1022.28695","CO_SmallStreams","None","513.58","1.64","7.64","Good","63.3","Good",138,"Fair","29","Fair","42.43","1.1148525262771092","O/E>=0.9","Good","-0.174514871","Good","-0.69556058","Low","0","Good","0.0488653677","Poor","63.01","45.2596365357181","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"KSR9-0911","39.06027","-94.84195","99278.11","175484.2","Plains and Lowlands","Temporate Plains","Lower Missouri Region","Missouri Region",NA,"Region_7","RiversMajor","Private","Target_Sampled","KS_Rivers_KS_7th+","Base_09River","Include","KS","Target","Urban","1","1","102.59101","KS_RiverStream","None","2798.2","4.51","8.61","Good","643","Fair",1029,"Poor","300","Poor","9.47","0.59765581071762031","O/E<0.8","Poor","-1.132907664","Fair","-1.780739837","Moderate","1.20456818181818","Good","0.0018713252","Poor","28.8","60.1654868592075","Below Human Health Threshold","<= 10 ug/L","0.226",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","71.7","2.74","15.2",NA,2017-10-12
"NCRM-1002","35.82241","-81.18403","1321380","-84722.12","Eastern Highlands","Southern Appalachians",NA,"South-Atlantic Region",NA,"Region_4","RiversMajor","Private","Target_Sampled","NC_RiversMajor_SAP","Base_NewRiversMajor","Include","NC","Target","NonUrban","1","184.69738","72.5809","NC_RiversMajor","None","222.01","2.3","7.77","Good","40","Fair",333,"Poor","49","Poor","1.75","0.43800539215829021","OE<0.5","Good","-0.443697499","Not Assessed",NA,"High","4.527875","Fair","-0.183206514","Not Assessed",NA,"31.0591461141819","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","165","2.98","16.5",NA,2017-10-12
"NYSS-1241","43.5808","-75.95908","1599523","850051.3","Eastern Highlands","Northern Appalachians",NA,"Great Lakes Region",NA,"Region_2","SmallStreams","State","Target_Sampled","NY_SmallStreams_NAP","Base_NewSmallStreams","Include","NY","Target","NonUrban","1","4778.67298","1246.61034","NY_SmallStreams","None","408.02","15.19","7.01","Good","48.3","Poor",771,"Poor","41","Fair","48.1","0.93190608208811843","O/E>=0.9","Good","-0.257387075","Good","-0.972920175","Low","0.172621428571429","Fair","-0.132658804","Fair","51.2","2080.43833873826","Above Human Health Threshold","<= 10 ug/L","0.11",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","275","2.4","13.3",NA,2017-10-12
"OHLS-1074","40.86244","-82.24619","1145891","459866.5","Eastern Highlands","Northern Appalachians","Ohio Region","Ohio-Tennessee Region",NA,"Region_5","LargeStreams","Private","Target_Sampled","OH_LargeStreams_NAP","Base_NewLargeStreams","Include","OH","Target","NonUrban","1","1333.63442","500.87553","OH_LargeStreams","None","3883.34","2.11","8.17","Fair","621","Poor",1570,"Poor","51","Fair","42.68","0.86391944197395554","O/E<0.9","Poor","-1.333822512","Poor","-1.074377077","High","1.57183874458874","Poor","-0.536582132","Poor","21.68","1260.21687344698","Below Human Health Threshold","<= 10 ug/L","0.172",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
"OHRO-1033","41.44082","-83.03139","1072082","514820","Plains and Lowlands","Temporate Plains",NA,"Great Lakes Region",NA,"Region_5","RiversOther","Private","Target_Sampled","OH_RiversOther_TPL","Base_NewRiversOther","Include","OH","Target","NonUrban","1","1015.83056","405.18948","OH_RiversOther","None","2624.13","5.67","8.04","Good","390","Poor",2780,"Poor","273","Poor","18.32","0.87794939475701184","O/E<0.9","Poor","-0.83456681","Poor","-2.647911822","High","1.71975","Good","-0.155748813","Poor","29.34","1244.009080377","Below Human Health Threshold","<= 10 ug/L","1.534",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","47.4","1.78","9.88",NA,2017-10-12
"COS9-0921","39.36936448","-106.45243444","-890487.335","258542.09","West","Western Mountains",NA,"Upper Colorado Region","West","Region_8","SmallStreams","USFS","Target_Sampled","CO_Streams_CO_1st","Base_09Stream_RVT","Include","CO","Target","NonUrban","1","1","1506.92256","CO_SmallStreams","None","190.96","2.9","7.21","Good","23.1","Good",138,"Good","13","Fair","39.63","0.76618918779953638","O/E<0.8","Good","-0.117889618","Good","-0.464935218","Moderate","0.6667","Good","-0.029716535","Poor","63.01","373.654954364595","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","105","3.14","17.4",NA,2017-10-12
"NYLS-1124","43.66568","-75.29471","1649673","870664.2","Eastern Highlands","Northern Appalachians",NA,"Great Lakes Region",NA,"Region_2","LargeStreams","Private","Target_Sampled","NY_LargeStreams_NAP","Base_NewLargeStreams","Include","NY","Target","NonUrban","1","1112.43317","556.21658","NY_LargeStreams","None","229.9","8.66","7.36","Good","37.1","Poor",489,"Poor","36","Good","78.88","1.0765268416825029","O/E>=0.9","Good","-0.290659359","Good","-0.235102189","Moderate","0.486129166666667","Fair","0.0083339784","Good","70.62","566.911069238945","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","410","1.73","9.58",NA,2017-10-12
"PAS9-0919","41.48847","-78.13261","1471937","585668.5","Eastern Highlands","Northern Appalachians",NA,"Mid-Atlantic Region",NA,"Region_3","SmallStreams","State","Target_Sampled","PA_Streams_PA_1st","Base_09Stream","Include","PA","Target","NonUrban","1","1","1210.41841","PA_SmallStreams","None","114.98","0.63","7.01","Good","28.1","Good",213,"Poor","34","Good","71.95","1.1307678890815853","O/E>=0.9","Fair","-0.538283248","Fair","-1.015395722","Low","0","Good","0.0536894498","Good","77.17","121.771399750563","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","52","1.68","9.33",NA,2017-10-12
"WIS9-0927","44.94776","-91.55695","350004.2","841304.6","Plains and Lowlands","Upper Midwest","Upper Mississippi Region","Upper Mississippi Region",NA,"Region_5","SmallStreams","Private","Target_Sampled","WI_Streams_WI_2nd","Base_09Stream","Include","WI","Target","NonUrban","2","1","529.64033","WI_SmallStreams","None","625.4366","2","7.38","Good","130","Poor",3790,"Poor","205","Good","43.23","0.89921735860381413","O/E<0.9","Good","-0.169625217","Good","-1.245637136","Moderate","1.3334","Good","-0.100544298","Fair","37.81","975.999670285406","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","63.4","1.65","9.16",NA,2017-10-12
"OHSS-1122","41.02658","-82.78515","1098736","471697.1","Plains and Lowlands","Temporate Plains",NA,"Great Lakes Region",NA,"Region_5","SmallStreams","Private","Target_Sampled","OH_SmallStreams_TPL","Base_NewSmallStreams","Include","OH","Target","NonUrban","1","4348.26945","2253.70161","OH_SmallStreams","None","2219.49","21.18","7.62","Good","413","Poor",4288,"Poor","421","Poor","12.38","0.3586546096662524","OE<0.5","Fair","-0.996069706","Poor","-2.646647138","High","3.69707727272727","Poor","-0.899942911","Poor","47.1","1283.36914996941","Above Human Health Threshold","<= 10 ug/L","0.12",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","40.2","1.7","9.43",NA,2017-10-12
